FID,OBJECTID,NOMBRE_EMP,NOMBRE_FAE,REGIÓN_IN,PROVINCIA,COMUNA_INS,NOMBRE_INS,TIPO_INSTA,RECOBRERSO,UTM_NORTE,UTM_ESTE,COTA,ESTADO_INS,FECHA_RE,RES,FECHA_RES_,RES_PDC,METODO_CON,OBS,NEAR_FID,NEAR_DIST,OBSVCN,Vol_Parcia,Vol_Total_,Ton_Parcia,Ton_Total_,Area_1,NORTE_GEO,ESTE_GEO
570,650,SOC. EXPLODESA DOS AMIGOS (EX MINERA DOMEYKO),PLANTA DOMEYKO,III,HUASCO,VALLENAR,DOMEYKO 5,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,795,604.141900000200000","316,119.144099999980000",0.000000000000000,NO ACTIVO,28-02-1984,241,N_A,N_A, , ,"40,583",299.765078432000000, ,0,0,0,0,0,-28.9543654433193,-70.8868843079946
571,651,SOC. EXPLODESA DOS AMIGOS (EX MINERA DOMEYKO),PLANTA DOMEYKO,III,HUASCO,VALLENAR,DOMEYKO 1,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,795,248.276600000400000","316,542.478300000020000",0.000000000000000,NO ACTIVO,28-02-1984,241,N_A,N_A, , ,"40,583",205.989949257000010, ,0,0,0,0,0,-28.9576365905628,-70.8826003080881
572,752,RENZO BALDO (EX CIA. MINERA ARENILLAS),PLANTA SAN RAMON,IV,ELQUI,LA HIGUERA,SAN RAMON 1,TRANQUE DE RELAVE,ORO,"6,751,190.725800000100000","292,838.712699999970000",302.000000000000000,NO ACTIVO,23-02-1989,250,N_A,N_A,AGUAS ARRIBA, ,"43,042",28.422705620100000, ,0,"7,785",0,"11,677","1,000",-29.3513913813395,-71.1339139644724
573,753,ABEL AGUIRRE,PLANTA ALGARROBAL,IV,ELQUI,LA HIGUERA,ALGARROBAL,TRANQUE DE RELAVE,ORO,"6,750,834.962799999900000","293,320.017200000000000",160.000000000000000,ABANDONADO,16-01-1987,70,N_A,N_A,AGUAS ARRIBA,FUNCIONO ESPORADICAMENTE,"43,042",258.069628285000020, ,0,"39,967",0,"59,950","3,600",-29.3546792851284,-71.1290257584934
574,754,MINERA TALCUNA LTDA.,FAENA TALCUNA LTDA,IV,ELQUI,VICUÑA,DON ARTURO 1,TRANQUE DE RELAVE,COBRE,"6,691,952.151700000300000","317,834.853400000020000",700.000000000000000,NO ACTIVO, , , , , ,CORROBORAR DATOS. COLAPSO Y FALLA POR EROSION,"42,005",9.151604934600000, ,0,"271,500",0,"407,250","16,000",-29.8896072765663,-70.8864881503745
575,755,MINERA TALCUNA LTDA.,FAENA TALCUNA,IV,ELQUI,VICUÑA,DON ARTURO 2,TRANQUE DE RELAVE,COBRE,"6,691,814.568099999800000","317,608.898800000020000",700.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA ?,CORROBORAR DATOS. FALLA POR EROSION,"42,005",54.074318781700001, ,0,"56,500",0,"84,750","5,000",-29.8908147853182,-70.8888504634291
576,652,ASOCIACION MINERA EL DONKEY,PLANTA EXPERIMENTAL DE AMALGAMACION JUAN FRANCISCO,III,HUASCO,VALLENAR,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,"6,895,066.927899999500000","333,759.820499999970000",502.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"41,444",646.508367638999970, ,0,0,0,0,0,-28.0593647977326,-70.6915539811775
577,653,EPV,PLANTA CASERON,III,COPIAPO,COPIAPO,TRANQUE DE RELAVES,TRANQUE DE RELAVE,S/I,"6,967,120.650200000000000","338,004.284099999990000",0.000000000000000,ABANDONADO,S/I,S/I, , , , ,"64,392","5,508.128884499999900", ,0,0,0,0,0,-27.4096833493824,-70.6386221406013
578,654,EPV,PLANTA LA CHIMBA,III,COPIAPO,COPIAPO,TRANQUE DE RELAVES,TRANQUE DE RELAVE,S/I,"6,973,468.441399999900000","366,094.314900000000000",0.000000000000000,ABANDONADO,S/I,S/I, , , , ,"64,392",34.222549132499999, ,0,0,0,0,0,-27.3554401467853,-70.3538585962148
579,655,EPV,PLANTA TRAPICHES,II,ANTOFAGASTA,TALTAL,TRANQUE DE RELAVE,TRANQUE DE RELAVE, ,"7,163,468.001500000200000","361,320.411100000030000",0.000000000000000,ABANDONADO, , , , , , ,"83,146",181.959105133000010, ,0,0,0,0,0,-25.6399220846462,-70.3814508568508
580,656,EPV,PLANTA POSADA ROSARIO,II,ANTOFAGASTA,ANTOFAGASTA,DEPOSITO 1,TRANQUE DE RELAVE,S/I,"7,310,882.549700000300000","401,336.549699999970000",611.000000000000000,ABANDONADO, ,S/I, , , , ,"79,398",49.592181295200000, ,0,0,0,0,0,-24.3120249308957,-69.9723642999271
581,657,EPV,PLANTA SAN IGNACIO,II,ANTOFAGASTA,ANTOFAGASTA,BORRAS DE RELAVE,TRANQUE DE RELAVE,S/I,"7,405,160.818199999600000","383,325.565100000010000",860.000000000000000,ABANDONADO, ,S/I, , , , ,"78,187",3.183710767410000, ,0,0,0,0,0,-23.4593947218834,-70.1423428547815
582,658,EPV,PLANTA SOEXSU,II,ANTOFAGASTA,ANTOFAGASTA,RELAVE PLANTA SOEXU,TRANQUE DE RELAVE,S/I,"7,402,360.462600000200000","379,737.807900000010000",860.000000000000000,ABANDONADO, ,S/I, , , , ,"78,187",39.927667335800002, ,0,0,0,0,0,-23.4844235384932,-70.1776888699129
583,659,CIA. MINERA FLOMAX ? (RAFAEL GONZALEZ ?),PLANTA CARACOLES (EX PLANTA FLOMAX),II,ANTOFAGASTA,SIERRA GORDA,RELAVE CARACOLES 1-2,TRANQUE DE RELAVE,S/I,"7,465,847.310200000200000","465,705.951400000020000",0.000000000000000,ABANDONADO, ,S/I, , , ,CORROBORAR DUEÑO,"78,573",621.811162282000050, ,0,"400,000",0,"600,000","60,000",-22.9150305479918,-69.3344261036748
584,660,SIERRA MIRANDA SCM,PLANTA SIERRA MIRANDA,II,ANTOFAGASTA,SIERRA GORDA,RELAVE SIERRA GORDA 1,TRANQUE DE RELAVE,S/I,"7,463,351.755199999500000","464,740.220299999990000",0.000000000000000,ABANDONADO, ,S/I, , , , ,"78,573","1,462.828655360000100", ,0,0,0,0,0,-22.9375537081424,-69.3439004186792
585,661,EPV,PLANTA ACONCAGUA,II,ANTOFAGASTA,SIERRA GORDA,DOÑA ADA 1-2-3,TRANQUE DE RELAVE,S/I,"7,461,420.292999999600000","461,813.922800000000000",0.000000000000000,ABANDONADO, ,S/I, , , , ,"78,573",8.913734969600000, ,0,0,0,0,0,-22.9549368156307,-69.3724888761343
586,662,JOSE FERNANDEZ VEGA,PLANTA JOSE FERNANDEZ VEGA,II,EL LOA,CALAMA,RELAVE JOSE FERNANDEZ VEGA,TRANQUE DE RELAVE,S/I,"7,521,503.849299999900000","528,532.343600000020000","2,429.000000000000000",ABANDONADO, ,S/I, , , , ,"85,718","1,362.855463140000000", ,0,0,0,0,0,-22.4123532368562,-68.7227717872299
587,663,EPV,PUNTA LEQUENA,II,EL LOA,CALAMA,TRANQUE SECTOR PUNTA LEQUENA 1-2-3,TRANQUE DE RELAVE,S/I,"7,520,316.958700000300000","501,469.974899999970000",0.000000000000000,ABANDONADO,S/I,S/I, , , , ,"76,672","2,750.021392980000200", ,0,0,0,0,0,-22.4233128606949,-68.9857161533152
588,664,CIA. MINERA CLARA S.A.,MINAS Y PLANTA BELLAVISTA,V,SAN FELIPE,SAN FELIPE,EMBALSE DE RELAVES,EMBALSE,COBRE,"6,381,542.019399999600000","332,109.191200000000000",779.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A,COLAPSO,"47,692",223.884826338000010, ,0,0,0,0,0,-32.6910765579638,-70.7909035371473
589,665,CIA. MINERA PURIFICACION,PLANTA PURIFICACION,III,COPIAPO,COPIAPO,PURIFICACION 2,TRANQUE DE RELAVE,ORO,"6,966,591.053200000000000","369,991.506100000000000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,SE OBSERVAN MAS DEPOSITOS ?,"64,392","1,476.427033429999900", ,0,"12,000",0,"18,000","4,200",-27.4178898972993,-70.3151986108091
590,666,CIA. MINERA PURIFICACION,PLANTA PURIFICACION,III,COPIAPO,COPIAPO,PURIFICACION 3,TRANQUE DE RELAVE,ORO,"6,966,638.942800000300000","369,993.225800000010000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,SE OBSERVAN MAS DEPOSITOS ?,"64,392","1,439.279302400000000", ,0,600,0,900,750,-27.4174578257134,-70.31517609712
591,667,SLM ESCONDIDA UNA DE LAS SIERRAS RAJO DE ORO,PLANTA CANDELARIA,III,COPIAPO,COPIAPO,CANDELARIA 2,EMBALSE,COBRE,"6,965,852.723399999600000","370,007.484400000020000",479.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A, ,"64,392","2,073.631596880000000", ,0,0,0,0,0,-27.4245553390736,-70.3151159549025
592,668,SLM ESCONDIDA UNA DE LAS SIERRAS RAJO DE ORO,PLANTA CANDELARIA,III,COPIAPO,COPIAPO,CANDELARIA 3,EMBALSE,COBRE,"6,965,867.936999999900000","369,932.607200000030000",479.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A, ,"64,392","2,102.502998089999900", ,0,0,0,0,0,-27.4244108784448,-70.3158716870184
593,669,EXEQUIEL BUGUEÑO,SANTA ROSA,III,COPIAPO,COPIAPO,SANTA ROSA 1,EMBALSE,ORO,"6,965,442.399799999800000","370,204.646799999990000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A, ,"64,392","2,309.383844649999900", ,0,0,0,0,0,-27.428277584165,-70.313165537204
594,670,CARLOS IRIBARREN,LUZ ELENA,III,COPIAPO,COPIAPO,FLORENCIA 1,EMBALSE,COBRE-ORO,"6,967,929.540699999800000","366,485.606099999980000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A,SIN PROYECTO,"64,392","3,492.997149889999900", ,0,"5,200",0,"7,800",0,-27.4054702808764,-70.3505103631716
595,671,S. PIZARRO (EX RUBELINDO ALQUINTA),PLANTA ANDACOLLO,III,COPIAPO,COPIAPO,ANDACOLLO 1,TRANQUE DE RELAVE,ORO,"6,966,484.132399999500000","362,836.201200000010000",0.000000000000000,ABANDONADO,S/I,S/I, , ,AGUAS ARRIBA ?,CORROBORAR DATOS,"61,986","3,245.177158560000000", ,0,"3,200",0,"4,800","3,500",-27.418153378249,-70.3875787734849
596,686,CIA. MINERA OJOS DEL SALADO,PLANTA PEDRO AGUIRRE CERDA,III,COPIAPO,TIERRA AMARILLA,PEDRO AGUIRRE CERDA 2,TRANQUE DE RELAVE,COBRE-ORO,"6,958,011.249800000300000","375,495.069399999980000",0.000000000000000,NO ACTIVO, , ,07-04-2009,612, , ,"64,392",545.415514418000040, ,0,0,0,0,0,-27.4958436439398,-70.2604146848883
597,687,CODELCO,SALVADOR,III,CHAÑARAL,DIEGO DE ALMAGRO,CONVERTIDOR TENIENTE (QUEBRADA AFLUENTE),FILTRADO,COBRE-MOLIBDENO,"7,076,521.296299999600000","452,559.277200000010000",0.000000000000000,ACTIVO,04-01-2013,12,01-06-2011,1514,N_A, ,"84,913","3,259.159754729999800", ,"680,340","614,586","1,020,510","1,229,172","1,162,567",-26.4307763840146,-69.4757844054729
598,689,CODELCO,EL TENIENTE,VI,CACHAPOAL,MACHALI,MARGAS,TRANQUE DE RELAVE,COBRE,"6,226,845.102400000200000","370,196.597100000010000",0.000000000000000,NO ACTIVO, , ,09-03-2009,326, , ,"66,845",10.511254367399999, ,0,"1,450,000",0,"2,175,000","455,000",-34.0911396199836,-70.4070438481667
599,690,CODELCO,EL TENIENTE,VI,CACHAPOAL,MACHALI,ARENAS,TRANQUE DE RELAVE,COBRE,"6,226,830.550300000200000","371,088.244699999980000",0.000000000000000,NO ACTIVO, , ,09-03-2009,326, , ,"66,634",3.800961055130000, ,0,"1,450,000",0,"2,175,000","455,000",-34.0913811227994,-70.3973832496827
600,812,SLM CHARLOTTE (JESSICA VELIZ),PLANTA CHARLOTTE,III,HUASCO,VALLENAR,CHARLOTTE 1,TRANQUE DE RELAVE,COBRE,"6,842,226.452200000200000","329,568.556199999990000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,EJE CENTRAL ?,PLANTA LIXIVIACION COLINDANTE,"41,344",17.512864643499999, ,0,"4,700",0,"7,050","3,300",-28.5355984786076,-70.7419342431185
601,696,CIA. MINERA ARENILLAS,FAENAS MINERA ARENILLAS,IV,ELQUI,ANDACOLLO,ARENILLAS 2,TRANQUE DE RELAVE,ORO,"6,656,983.763299999800000","299,091.244200000020000",854.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA,OP 1970,"42,031","1,631.792894960000000", ,0,"54,000",0,"81,000","4,200",-30.2020542794318,-71.0870970821022
602,699,CIA. MINERA ARENILLAS,FAENAS MINERA ARENILLAS,IV,ELQUI,ANDACOLLO,ARENILLAS 1,TRANQUE DE RELAVE,ORO,"6,656,921.056900000200000","299,157.522400000020000",854.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA,OP 1965,"42,031","1,709.295130109999900", ,0,"36,000",0,"54,000","2,500",-30.2026307422701,-71.0864208796763
603,700,CIA. MINERA ARENILLAS,FAENAS MINERA ARENILLAS,IV,ELQUI,ANDACOLLO,ARENILLAS 3,TRANQUE DE RELAVE,ORO,"6,657,088.935399999800000","299,030.522200000010000",854.000000000000000,NO ACTIVO,23-02-2007,224, , ,AGUAS ARRIBA,OP 1975,"42,031","1,555.280981960000000", ,0,"375,000",0,"562,500","8,800",-30.2010957629665,-71.0877075046739
604,701,CIA. MINERA ARENILLAS,FAENAS MINERA ARENILLAS,IV,ELQUI,ANDACOLLO,RELAVES ANTIGUOS,TRANQUE DE RELAVE,ORO,"6,657,062.741600000300000","299,091.244200000020000",854.000000000000000,NO ACTIVO, , , , , , ,"42,031","1,618.952869100000000", ,0,0,0,0,0,-30.2013420274881,-71.0870820496922
605,702,LUIS DONOSO GARCIA HUIDOBRO,PLANTA ARIZONA,IV,ELQUI,ANDACOLLO,ARIZONA 2,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,654,437.092199999800000","299,994.638600000010000",995.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA,OP 1984,"42,316",253.822145906000000, ,0,"6,240",0,"9,360","1,200",-30.2251701007947,-71.0782003824031
606,703,EDUARDO MUÑOZ R.,"PLANTA AZULINA, NUEVA ESPERANZA, RENACIMIENTO",IV,ELQUI,ANDACOLLO,NUEVA ESPERANZA 1,TRANQUE DE RELAVE,COBRE,"6,650,984.042899999800000","300,302.044799999970000","1,200.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,OP 1964,"42,316","3,343.569186979999800", ,0,"31,500",0,"47,250","5,700",-30.2563614704194,-71.0756625308682
607,704,EDUARDO MUÑOZ R.,"PLANTA AZULINA, NUEVA ESPERANZA, RENACIMIENTO",IV,ELQUI,ANDACOLLO,NUEVA ESPERANZA 2B,TRANQUE DE RELAVE,ORO,"6,650,909.430200000300000","300,136.547599999990000","1,200.000000000000000",NO ACTIVO,05-07-1983,722,N_A,N_A,AGUAS ARRIBA,2A+2B,"42,316","3,379.508575249999900", ,0,"227,900",0,"341,850","2,400",-30.2570070832906,-71.0773959294903
608,705,JUAN GODOY ALBALLAY,FAENA BELLAVISTA,IV,ELQUI,ANDACOLLO,BELLAVISTA 5,TRANQUE DE RELAVE,ORO-COBRE,"6,651,333.743700000500000","300,208.930700000030000","1,058.000000000000000",NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA, ,"42,316","2,981.702021610000000", ,0,"58,830",0,"88,245","10,500",-30.2531924209427,-71.0765634597559
609,706,JUAN GODOY ALBALLAY,FAENA BELLAVISTA,IV,ELQUI,ANDACOLLO,BELLAVISTA 4,TRANQUE DE RELAVE,ORO-COBRE,"6,651,333.743700000500000","300,263.699599999990000","1,058.000000000000000",NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA, ,"42,316","2,995.704321020000000", ,0,"4,800",0,"7,200","1,400",-30.2532014427204,-71.0759945229282
610,707,JUAN GODOY ALBALLAY,FAENA BELLAVISTA,IV,ELQUI,ANDACOLLO,BELLAVISTA 2,TRANQUE DE RELAVE,ORO-COBRE,"6,651,280.562300000300000","300,285.130899999990000","1,058.000000000000000",NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA, ,"42,316","3,052.665436310000100", ,0,"10,400",0,"15,600","2,900",-30.2536845791009,-71.0757819838824
611,708,JUAN GODOY ALBALLAY,FAENA BELLAVISTA,IV,ELQUI,ANDACOLLO,BELLAVISTA 3,TRANQUE DE RELAVE,ORO-COBRE,"6,651,255.162200000100000","300,267.668400000020000","1,058.000000000000000",NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA, ,"42,316","3,072.588785280000100", ,0,"23,808",0,"35,712","3,300",-30.2539107692679,-71.0759682033199
612,709,AQUILES GONZALEZ GARCIA,PLANTA CARLOS V,IV,ELQUI,ANDACOLLO,CARLOS V,TRANQUE DE RELAVE,ORO,"6,652,922.828200000300000","298,395.052199999980000","1,015.000000000000000",NO ACTIVO,16-12-1986,1253,N_A,N_A,AGUAS ARRIBA, ,"42,316","1,433.081457470000000", ,0,"80,632",0,"120,948","4,800",-30.2385615274049,-71.0951016218781
613,714,RUBEN ROJAS IDNEY,PLANTA IDNEY,IV,ELQUI,ANDACOLLO,INDEY 2,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,651,676.876899999600000","299,367.012600000020000","1,150.000000000000000",ABANDONADO, , , , ,AGUAS ARRIBA,OP 1983,"42,316","2,545.839641630000200", ,0,"1,200",0,"1,800",700,-30.2499589591634,-71.0852438497531
614,715,RUBEN ROJAS IDNEY,PLANTA IDNEY,IV,ELQUI,ANDACOLLO,INDEY 4,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,651,616.551699999700000","299,391.883500000000000","1,150.000000000000000",ABANDONADO, , , , ,AGUAS ARRIBA ?,OP 1964,"42,316","2,605.690544290000200", ,0,"28,843",0,"43,264","6,500",-30.2505071019713,-71.0849969947503
615,716,RUBEN ROJAS IDNEY,PLANTA IDNEY,IV,ELQUI,ANDACOLLO,INDEY 1,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,651,712.331100000100000","299,414.108499999970000","1,150.000000000000000",ABANDONADO,22-01-1987,88,N_A,N_A,AGUAS ARRIBA,OP 1984,"42,316","2,509.704225620000200", ,0,"4,800",0,"7,200",500,-30.2496470132161,-71.0847478847785
616,717,"PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)",PLANTA IRENE,IV,ELQUI,ANDACOLLO,IRENE 1,TRANQUE DE RELAVE,ORO,"6,654,274.654699999800000","300,729.146400000030000","1,010.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA, ,"42,316",264.405914736000000, ,0,"16,000",0,"24,000","2,500",-30.2267558053351,-71.0706032029276
617,718,"PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)",PLANTA IRENE,IV,ELQUI,ANDACOLLO,IRENE 3,TRANQUE DE RELAVE,ORO,"6,654,277.829699999700000","300,646.596200000030000","1,010.000000000000000",NO ACTIVO,05-02-1988,178,N_A,N_A,AGUAS ARRIBA,OP 1986,"42,316",258.867283165999990, ,0,"70,800",0,"106,200","2,500",-30.2267136189731,-71.0714599035177
618,719,SLM.AU. JERALDO,PLANTA JERALDO I,IV,ELQUI,ANDACOLLO,JERALDO 1,TRANQUE DE RELAVE,ORO,"6,652,704.332000000400000","298,962.524099999980000","1,005.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA, ,"42,316","1,582.425096490000000", ,0,"160,160",0,"240,240","7,000",-30.2406261329742,-71.0892493737695
619,720,SLM.AU. JERALDO,PLANTA JERALDO I,IV,ELQUI,ANDACOLLO,JERALDO 2,TRANQUE DE RELAVE,ORO,"6,652,657.236100000300000","298,976.282499999970000","1,005.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA, ,"42,316","1,624.384398290000000", ,0,"23,040",0,"34,560","2,000",-30.2410531355662,-71.0891154583129
620,722,ALVARO MARIN AMENABAR,PLANTA LOS LEONES,IV,ELQUI,ANDACOLLO,RELAVES ANTIGUOS,TRANQUE DE RELAVE,ORO,"6,654,410.577399999800000","302,332.646499999970000","1,118.000000000000000",NO ACTIVO, , , , , , ,"42,316",51.800402642800002, ,0,0,0,0,0,-30.2257921388264,-71.0539249202927
621,723,RUBILIN GONZALEZ GARCIA,PLANTA LOS VALIENTES II,IV,ELQUI,ANDACOLLO,LOS VALIENTES 1,TRANQUE DE RELAVE,COBRE-ORO,"6,652,786.079500000000000","298,489.401699999990000","1,050.000000000000000",NO ACTIVO,22-02-1985,226,N_A,N_A,AGUAS ARRIBA,OP 1962,"42,316","1,551.337441940000000", ,0,"196,300",0,"54,600","5,500",-30.2398104309621,-71.0941478355007
622,726,SUC. LUIS MIRANDA ANSIETA,PLANTA MIRANDA ABANDONADA,IV,ELQUI,ANDACOLLO,TRANQUE DE 1-2,TRANQUE DE RELAVE,ORO,"6,653,053.575799999800000","299,487.520200000030000","1,020.000000000000000",ABANDONADO, , , , , , ,"42,316","1,169.474605319999900", ,0,"145,920",0,"211,584",0,-30.2375634241171,-71.0837299982357
623,730,SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 6,TRANQUE DE RELAVE,COBRE-ORO,"6,651,582.593100000200000","300,110.593899999980000","1,077.000000000000000",ACTIVO,28-01-1985,121,N_A,N_A,AGUAS ARRIBA, ,"42,316","2,716.481524509999900", ,"49,709","56,667","74,564","85,000","49,000",-30.2509320152391,-71.0775377332038
624,731,SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 2,TRANQUE DE RELAVE,COBRE-ORO,"6,651,502.424200000200000","300,068.525100000030000","1,077.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,OP. 1074,"42,316","2,785.159673950000100", ,0,"7,990",0,"11,985","1,000",-30.2516480689021,-71.0779899542124
625,732,SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 3,TRANQUE DE RELAVE,COBRE-ORO,"6,651,490.517900000300000","300,047.093799999970000","1,077.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,OP. 1980,"42,316","2,792.300166019999800", ,0,"9,185",0,"13,777","1,400",-30.2517519103744,-71.0782148389117
626,948,MINERA TALCUNA LTDA.,FAENA TALCUNA,IV,ELQUI,VICUÑA,TALCUNA 3,TRANQUE DE RELAVE,COBRE,"6,691,697.195700000000000","317,196.289999999980000",0.000000000000000,NO ACTIVO, , , , , , ,0,0.000000000000000, ,0,0,0,0,0,-29.8918122283653,-70.893141527281
627,949,MINERA TALCUNA LTDA.,FAENA TALCUNA,IV,ELQUI,VICUÑA,TALCUNA 2,TRANQUE DE RELAVE,COBRE,"6,691,647.453900000100000","317,538.132300000000000",0.000000000000000,NO ACTIVO, , , , , , ,0,0.000000000000000, ,0,0,0,0,0,-29.8923116350729,-70.8896114340032
628,978,FELIPE CARVAJAL RIVERA,PLANTA AGUA GRANDE,IV,ELQUI,LA HIGUERA,AGUA GRANDE,TRANQUE DE RELAVE,ORO,"6,735,063.583399999900000","299,987.058299999980000",890.000000000000000,ABANDONADO,09-10-1985,911,N_A,N_A, ,TRAPICHE,"42,561",44.845972459700000, ,0,0,0,0,100,-29.4980078716019,-71.0632596453102
629,733,SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 4,TRANQUE DE RELAVE,COBRE-ORO,"6,651,524.649199999900000","300,076.462600000030000","1,077.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,OP. 1986 / COLAPSO ?,"42,316","2,765.177775100000000", ,0,935,0,"1,402",600,-30.251448945482,-71.0779032811742
630,734,SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 5,TRANQUE DE RELAVE,COBRE-ORO,"6,651,524.649199999900000","300,097.100099999980000","1,077.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,OP. 1986 / COLAPSO ?,"42,316","2,769.760675070000200", ,0,"1,680",0,"2,520",700,-30.2514523472892,-71.0776889037668
631,735,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 1,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,654,762.298899999800000","297,156.354700000030000","1,120.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA ?, ,"42,031",222.961907811000000, ,0,"6,145",0,"9,217","1,000",-30.22176644171,-71.1076130363143
632,736,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 2,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,654,733.856200000300000","297,125.266100000010000","1,120.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA ?, ,"42,031",262.049019874000010, ,0,"69,120",0,"103,680","5,000",-30.2220177491537,-71.1079413461739
633,737,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 3,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,654,768.913599999600000","297,093.516000000000000","1,120.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA ?, ,"42,031",249.506889591999990, ,0,"18,240",0,"27,360","1,600",-30.2216962901873,-71.1082643081456
634,738,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 5,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,654,954.783699999600000","297,130.557800000010000","1,120.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA, ,"42,031",115.910872451000000, ,0,"16,130",0,"24,195","2,300",-30.2200262698105,-71.1078438929402
635,739,DARIO CORTES,PLANTA PUNTA CALETONES,IV,ELQUI,ANDACOLLO,PUNTA CALETONES 1,TRANQUE DE RELAVE,COBRE-ORO,"6,654,686.323200000500000","300,372.401699999990000","1,010.000000000000000",NO ACTIVO,05-09-1983,941,N_A,N_A,AGUAS ARRIBA, ,"42,316",3.200704716730000, ,0,"151,900",0,"227,850","9,600",-30.2229846178176,-71.0742301201175
636,740,DARIO CORTES,PLANTA PUNTA CALETONES,IV,ELQUI,ANDACOLLO,PUNTA CALETONES 2,TRANQUE DE RELAVE,COBRE-ORO,"6,654,702.859699999900000","300,246.062900000020000","1,010.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,SIN PROYECTO,"42,316",27.449805030800000, ,0,"36,000",0,"54,000","3,700",-30.2228147072583,-71.0755389887597
637,741,DARIO CORTES,PLANTA PUNTA CALETONES,IV,ELQUI,ANDACOLLO,PUNTA CALETONES 3,TRANQUE DE RELAVE,COBRE-ORO,"6,654,634.067900000100000","300,207.036800000000000","1,010.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,TAPADO POR 4,"42,316",103.193709950000000, ,0,"6,000",0,"9,000","1,500",-30.2234286753354,-71.0759573004541
638,748,JAIME UGARTE L.,PLANTA EL MOLLE (EX LOS MOLLES),IV,ELQUI,LA HIGUERA,EL MOLLE 1,TRANQUE DE RELAVE,COBRE-ORO,"6,732,449.485299999800000","283,943.886799999980000",340.000000000000000,NO ACTIVO,S/I,S/I, , , ,SIN PROYECTO,"42,562","1,652.933595199999900", ,0,"260,000",0,"390,000",0,-29.5189133410979,-71.2291715701128
